ph,Hardness,Solids,Chloramines,Sulfate,Conductivity,Organic_carbon,Trihalomethanes,Turbidity,Potability
-0.02547354645713591,0.25919471072588524,-0.1394708713751093,0.11241484558326897,0.9659569987660399,1.708954233030653,-1.1806505657521278,1.3054337277832433,-1.2862975839507313,0
-2.2847173944752277,-2.0364136650369358,-0.385986649553349,-0.3076937081044106,-0.014799206837658466,2.062574999579364,0.27059723987304235,-0.6391862837121229,0.6842178911400506,0
0.6973191827951497,0.8476648329496834,-0.2400473367970158,1.3605938595071565,-0.014799206837658466,-0.09403211476423624,0.7811168574507188,0.0008000125863123948,-1.1673654621705243,0
0.8453933244446832,0.5476513738775178,0.0004933044420881189,0.5920078206187585,0.64412961134175,-0.7788299619632442,1.2551344298168203,2.1521539541519092,0.8484115203631912,0
1.3729816361190443,-0.46442908670804023,-0.46024857027889415,-0.36369793312202997,-0.6495215502874558,-0.34393890863273974,-0.824357169283179,-2.182297472909101,0.1387855311835096,0
-1.0138052720138084,-0.24505658624016735,0.7681552044519208,0.26698284546690054,-0.19176316939643778,-1.8034164046994228,-1.779276241536275,-0.7286874681334412,-1.8033373530673005,0
2.142900426009725,1.5727039917640286,0.7682725510024275,0.24710701574839383,1.6618096070083095,-1.7640196775193027,-0.14973587720616663,1.1540205902785954,-1.6581549379326515,0
1.0624836977767897,0.21268688265296734,-0.9514976176544342,-1.6168803225152013,-0.8384059164649488,0.5989543332683132,-0.5808200544526513,-0.22889854177309812,0.5570408723888756,0
-0.02547354645713591,-2.3538105640337537,-0.88152204716074,0.430804982599945,-1.797576589519153,-0.45574505125241593,-0.4773533816426017,-0.7914122443337309,-0.4764660749430315,0
2.7936094369758706,0.9387745904100742,0.3958393935726953,1.235070636960992,1.948990501650151,1.7037177072792622,1.1013342999266293,0.3532015178733068,0.5174865590556367,0
0.19488605837813266,-0.9383708013074498,1.1906290812878737,0.27066742883736467,-0.19325768919515376,-0.0101679696050385,0.39358378754040124,0.7821466888296348,-0.39024568951289884,0
0.6125449201227017,0.6790563989266257,-0.3702919790766406,0.6242612504008946,-0.014799206837658466,-0.7685379619609984,0.07279335376697806,0.6391882445940721,0.05758561107280983,0
0.0310452957822703,-1.206534235127654,-0.3744943347004927,-2.2214712027993695,-1.4185577442634232,-0.9712709531062311,0.49719956917043473,0.8303953165475588,-0.6677617041187873,0
-0.02547354645713591,-1.4051690953931797,0.6064934953709149,-0.1794576452057249,-0.9461582489992374,-0.5747096045886809,1.5375949966441518,0.640715707490224,0.5731245042031655,0
0.2871371509173368,0.273020725712871,0.7270153287212616,-1.2949602033948382,-0.014799206837658466,0.22818769330484376,-0.3194584964177501,0.2468826328668834,1.0388751774945033,0
-0.49456661273191765,-0.2931312774385212,2.172993862058257,1.5840605062100765,0.8544755433125455,1.1203593118059274,-0.8299497236553361,0.5494917571358994,0.524902458387655,0
-0.015245259735614344,0.4465406809721418,1.0227296175073868,1.8779618350912088,-0.014799206837658466,-1.3743530439870406,1.8478492471303798,-0.6187311403541695,0.38659089856277196,0
1.4337624212149211,2.3557389050646536,0.2312284717223603,-0.13727642751588276,1.7915090356274452,0.6406190400033893,-0.2713792431857427,0.3202706691506399,0.688068541634682,0
1.2935437103318554,2.5243595431497297,-0.29127714108225844,-0.5799411491685054,-0.014799206837658466,0.06482820601965561,-0.4221148599998181,-0.1640230155675838,-1.961774432313836,0
0.20196871285409837,0.5513994297095803,0.41247081601104785,-1.6992254284255848,0.059384977455666434,0.5408799223060462,-0.5368773966998743,-0.228963980616363,-1.8025800188912815,0
-0.02547354645713591,0.9449671594083829,0.03324594052738442,2.029032938468787,-0.014799206837658466,1.5915385060582368,0.6187833269673936,-1.3334134008030158,0.21356441498066894,0
-0.28165538158670667,-0.8543260496095828,1.0185963638413111,-0.7982519186668066,-0.6275194074231978,1.2060896363103097,1.0881614656100524,0.6744763429637893,-0.27822009637613465,0
-0.02547354645713591,0.596456762606812,-0.5596826985441173,-0.957275041858789,-0.18441322265717505,0.12437654314377093,-0.02899576348148776,-0.4155371158684799,1.9127707260379931,0
-2.157901758129412,0.016235889479908096,-0.09656324669380582,-0.07958160542164934,-0.014799206837658466,0.2261277221679795,0.7026311590573295,1.5077927073360577,0.7199320168971386,0
-1.1388446633240044,-1.6921937330365073,-0.5415048758927578,1.8539900819947637,-0.14527852032381056,0.5775023519233478,-0.9156297141097792,-0.600953955718598,1.0996290960018604,0
-0.38084940641561255,0.072939133111179,-0.0907230031868891,0.9784039730437782,-0.27704695358477577,-0.15981171324506738,0.18594107834540863,0.8524066287930993,1.5816441926345652,0
-2.4691066448020877,0.35153930285766855,1.3015140473351265,1.0486639692361055,1.3946033312864616,0.19280326639751716,-0.14483606640450244,-2.29096340251175,0.2788940618834115,0
-0.02547354645713591,-1.539215552206765,-1.0025007282648513,0.49541729806590656,-0.8192511421248383,-1.574207709628831,-0.4702559856561749,-1.069958805750297,0.04881039272532655,0
-0.02547354645713591,2.1308614472131544,0.49603709327086537,0.36503088702178965,1.7095731484444572,-0.7638124567115474,-1.1899720643728935,-0.8497893787732337,0.03175604724392843,0
-0.02547354645713591,-1.4666710807151058,-0.7779740201289073,1.2158853451651686,-0.7359656259207156,1.702718617683211,0.6904238512381073,-0.8708577318020909,2.654743342261331,0
0.0729717750566512,0.4032306684107602,-0.7776527655549075,-0.7123877525666772,0.13083244544123676,-1.0406141185387758,-1.923528290539305,0.3253818652741801,1.438070749737746,0
1.8718649061601087,-0.17073525903884776,-0.26646950238039446,-0.2304309422585563,-0.014799206837658466,0.3295452909669149,0.7903079162542099,-1.2256505614769484,-1.4217171986792454,0
2.285386876111878,-2.3902321277431677,0.035678251084787276,0.6565577583078138,-0.7167141578288193,-0.16356879539458277,-0.4215254669106229,-0.042746010854050255,1.3976363567712826,0
0.23129068468304434,1.1764362291168375,1.202404533673555,-0.17457494241913843,1.482275072081442,-0.1759861716411172,-1.2214552826888485,-1.3900815514639782,-1.0331918832611986,0
-0.02547354645713591,1.09235701732127,-0.8243064531698892,-1.0407612753723685,-0.014799206837658466,-0.5224908445312311,-0.6403424144091779,1.2477048510768072,1.3615667470989186,0
-1.332395950875808,-0.13435095347643333,-0.2730105787640114,-0.670668935207567,-0.2704048404854986,0.19233927001591036,-1.0032733269181273,-1.0888975419761227,-0.08291739813174029,0
-2.33537020694919,-0.37903790839441237,0.31229694870000896,-1.0007072133753219,-1.3157443288285235,0.37933832468893747,-1.5874993727088824,0.4558208643263537,-0.6439276829746707,0
-0.990688245872679,3.2811333826435147,-0.539750417273482,-0.6451638764716925,-0.014799206837658466,-0.3308126838338285,-0.610694711843774,0.9628327628995202,-1.3716385706273033,0
-0.02547354645713591,-1.6096176022941904,-0.23631394816078313,-0.7780443254527556,-0.014799206837658466,0.011453298054533177,2.474537599379232,-0.8424507077947792,-1.357519011265859,0
1.4920197421078742,0.06828642628325318,0.3045010000537028,-0.6391437501710769,-0.1530461029425941,-0.36291962312444,0.6611928235570721,-2.28470260906608,0.4578178658973142,0
-0.02547354645713591,1.1403739303836646,-1.1759889693493042,-1.5938968351891698,-0.6798609998866513,-0.9504249035768528,1.2256174804606643,-1.504990457127097,-0.5854204972323246,0
-1.1853547820619807,-0.045488738267326606,-0.6108217240798063,0.5506248125543775,-0.4685662175499604,-1.127122451910504,-1.24089540744182,-0.43347028281523814,0.5998412229796276,0
0.04869863921916818,1.2873236068475284,0.7717655447584169,-0.1947432835324998,1.4490785782608213,-1.1653309175503666,-0.9649751471150041,-0.017087849272325224,1.5581977833083416,0
1.9366357152165483,0.19613802062197921,-1.373313480064908,-0.15164387650964256,0.10355111143592423,-1.1509794905311412,2.912221812167825,0.3441337129075569,0.9277907425032965,0
-1.5755404787420642,-0.39605000059486434,-0.0508328883770182,-1.5105272147143787,-0.014799206837658466,-0.2754667324949889,1.3251855138303954,0.03202284098103753,0.7382319491672454,0
-0.9329520465787523,0.6230003979279132,1.5503578549935924,0.03921695699405364,-0.014799206837658466,0.97056643064028,0.5610677716654585,0.7057979783078515,0.219096358702599,0
-0.08186692935407892,0.4036167533392937,-1.3047340022095801,-1.6802482140189021,-0.4981350244445106,-0.43336278973384246,-0.3022188564044771,1.3307971169035446,-0.9882251902744434,0
2.4552554159045408,-0.6994426632266717,-0.7134921950485124,-0.9801938480300526,-0.726535386531861,-1.2671081392038568,-1.2679973861404226,0.7651985134645382,0.042279589514978635,0
-0.02547354645713591,-2.022188403006263,1.4145582122170817,-0.5056393310205852,-0.8044958567163348,0.5460105769361348,1.3043793865260913,0.3802845348240764,0.5623740527758566,0
1.1450849931296754,0.11625655739125458,-0.054506121849496623,-1.3944373430900983,-0.4351463410177586,-0.26589348152194,-0.1561972517572346,-1.1718120979231768,-0.4365843312836614,0
-0.02547354645713591,-0.8511417230167581,0.624851095230049,-0.048047711377642285,-0.9349597094970227,-0.5248011903264915,0.5735468388206112,0.5912114018271883,-1.1774601656170547,0
0.5003609549069606,-2.9174944870727724,-1.1406726110229666,-1.2066654034859556,-2.391021614772547,2.2152108313272225,-1.4129704000110417,-0.020504430057521714,-1.9472166878943724,0
-0.2869104182403028,-1.5622730309332922,-0.24435351714822098,-1.3653976225811377,-1.260605216100787,1.48208542305922,-1.01066886296004,0.3373977332491548,-0.2879742586111444,0
1.4103833320360264,0.4667609370162149,-1.1512734242161697,0.06855888968964241,0.17000103889090584,1.2560528365260928,1.2063952819281367,-1.1905840018593297,-0.22076468307886296,0
